,Gaia ID,MAIN_ID,Distance,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,Diameter_diameter,Diameter_Q,Diameter_unit,Diameter_error,Diameter_filter,Diameter_method,Diameter_bibcode,Fe_H_Teff,Fe_H_log_g,Fe_H_Fe_H,Fe_H_flag,Fe_H_CompStar,Fe_H_CatNo,Fe_H_bibcode,FLUX_U,FLUX_BIBCODE_U,FLUX_ERROR_U,FLUX_SYSTEM_U,FLUX_UNIT_U,FLUX_B,FLUX_BIBCODE_B,FLUX_ERROR_B,FLUX_SYSTEM_B,FLUX_UNIT_B,FLUX_V,FLUX_BIBCODE_V,FLUX_ERROR_V,FLUX_SYSTEM_V,FLUX_UNIT_V,FLUX_J,FLUX_BIBCODE_J,FLUX_ERROR_J,FLUX_SYSTEM_J,FLUX_UNIT_J,FLUX_H,FLUX_BIBCODE_H,FLUX_ERROR_H,FLUX_SYSTEM_H,FLUX_UNIT_H,FLUX_K,FLUX_BIBCODE_K,FLUX_ERROR_K,FLUX_SYSTEM_K,FLUX_UNIT_K,IDS,MEMBERSHIP,OTYPE,OTYPE_opt,PLX_VALUE,PLX_BIBCODE,ROT_upVsini,ROT_Vsini,ROT_err,ROT_mes,ROT_qual,ROT_bibcode,RV_VALUE,SP_TYPE,SP_QUAL,SP_BIBCODE,SCRIPT_NUMBER_ID,sci_targname
212,GJ338A,HD  79210,6.333607579,09 14 22.7748,+52 41 11.791,14,14,0.0156,0.013,90,A,O,2020yCat.1350....0G,,,,,,,,3859,,-0.189999998,,SUN,,2022A&A...658A.194P,,,,,,9.387999535,2012yCat.1322....0Z,,Vega,B,,,,,,4.889999866,2003yCat.2246....0C,0.039999999,Vega,J,3.986999989,2003yCat.2246....0C,0.187999994,Vega,H,3.99000001,2003yCat.2246....0C,0.039999999,Vega,K,HD  79210|** STF 1321A|ADS  7251 A|AG+52  752|AKARI-IRC-V1 J0914208+524106|AP J09142298+5241125|ASCC  253740|BD+53  1320|CCDM J09144+5241A|Ci 20  516|CSI+53  1320  1|GC 12727|GCRV  6031|GEN# +1.00079210A|G 195-17|GJ 338 A|HIC  45343|HIP 45343|IDS 09078+5307 A|JP11  1780|Karmn J09143+526|LFT  634|LHS   260|LSPM J0914+5241W|LTT 12425|2MASS J09142298+5241125|NLTT 21249|8pc 161.59A|PLX 2198|PM 09110+5254|PM J09143+5241|PPM  32059|SAO  27178|SKY# 17822|StKM 2-551|TIC 251078595|TYC 3806-1814-1|UBV    8824|UCAC4 714-048098|USNO-B1.0 1426-00239069|uvby98 100079210 A|WDS J09144+5241A|WEB  8637|WISE J091421.12+524105.9|YZC 26  3333|YZ  52  3333|Zkh 125|[GKL99] 197|[RHG95]  1451|[ZEH2003] RX J0914.4+5241  1|Gaia DR3 1022456139210632064|Gaia DR2 1022456139210632064,[],SB*,SB*,157.8879,2020yCat.1350....0G,,4.607999802,,0,,2021A&A...649A.147S,11.5,K7V,B,1991ApJS...77..417K,1,GJ338A
206,GJ-644-C,VB  8,6.49494466,16 55 35.2557,-08 23 40.753,14,14,0.044799998,0.022299999,90,A,O,2020yCat.1350....0G,,,,,,,,2989,,0,,SUN,,2021A&A...656A.162M,,,,,,18.70000076,,,Vega,B,16.91600037,2005AJ....130..337C,0.057,Vega,V,9.776000023,2003yCat.2246....0C,0.028999999,Vega,J,9.201000214,2003yCat.2246....0C,0.024,Vega,H,8.815999985,2003yCat.2246....0C,0.023,Vega,K,LHS   429|CCDM J16555-0820D|CSI-08-16529|DENIS J165535.4-082337|EXO 1652.8-0818|GJ 644 C|Karmn J16555-083|2MASS J16553529-0823401|NLTT 43802|8pc 153.96C|PM 16529-0818|PM J16555-0823|PMSC 16501-0809D|SDSS J165534.95-082345.5|TIC 181609153|UCAC3 164-149688|UCAC4 409-067034|USNO 869|VB  8|WDS J16555-0820F|WISEA J165534.68-082349.7|Zkh 235|[B2006] J165535.3-082340|[GKL99] 336|[RHG95]  2663|Gaia DR3 4339417394313320192|Gaia DR2 4339417394313320192,[],Low-Mass*,LM*,153.9659,2020yCat.1350....0G,,3.670000076,1.070000052,0,,2023AJ....166....4H,15.68,M7Ve,C,2004AJ....128.2460H,1,GJ-644-C
258,HD-219134,HD 219134,6.541762613,23 13 16.9749,+57 10 06.083,14,14,0.036800001,0.036200002,90,A,O,2020yCat.1350....0G,,,,,,,,4817,4.574999809,0.082999997,,Sun,,2021ApJS..255....8R,7.460000038,1984A&AS...57..357O,0.01,Vega,U,6.559999943,1993A&AS..100..591O,0.007,Vega,B,5.570000172,1993A&AS..100..591O,0.009,Vega,V,3.859999895,2002yCat.2237....0D,,Vega,J,3.400000095,2002yCat.2237....0D,,Vega,H,3.25,2002yCat.2237....0D,,Vega,K,HD 219134|** STT  599A|AG+56 1701|ASCC  221238|BD+56  2966|CCDM J23132+5709A|Ci 20 1406|CSI+56  2966  1|CSV   8833|FK5  875|GAT  811|GC 32329|GCRV 14566|GEN# +1.00219134|GJ 892|HIC 114622|HIP 114622|HR  8832|IDS 23084+5637 A|IRAS 23110+5653|JP11  3600|LFT 1767|LHS    71|LSPM J2313+5710|LTT 16826|2MASS J23131692+5710059|N30 5103|NLTT 56173|NSV 14458|8pc 153.24|PLX 5616|PLX 5616.00|PMC 90-93   616|PPM  41599|1RXS J231317.3+570938|SAO  35236|SKY# 44030|SPOCS 1008|TIC 283722336|TOI-1469|TYC 4006-1866-1|UBV   19861|UBV M  26893|USNO-B1.0 1471-00512240|USNO 907|uvby98 100219134|WDS J23133+5710A|WEB 20333|WISEA J231319.69+571009.3|YZ  56 13841|Zkh 348|[B10]  5976|[GKL99] 441|Gaia DR3 2009481748875806976|Gaia DR2 2009481748875806976,[],Eruptive*,Er*,152.864,2020yCat.1350....0G,,0.200000003,,0,,2019AJ....158..101M,-18.475,K3V,B,1989ApJS...71..245K,1,HD-219134
621,HR-8832,HD 219134,6.541762613,23 13 16.9749,+57 10 06.083,14,14,0.036800001,0.036200002,90,A,O,2020yCat.1350....0G,,,,,,,,4817,4.574999809,0.082999997,,Sun,,2021ApJS..255....8R,7.460000038,1984A&AS...57..357O,0.01,Vega,U,6.559999943,1993A&AS..100..591O,0.007,Vega,B,5.570000172,1993A&AS..100..591O,0.009,Vega,V,3.859999895,2002yCat.2237....0D,,Vega,J,3.400000095,2002yCat.2237....0D,,Vega,H,3.25,2002yCat.2237....0D,,Vega,K,HD 219134|** STT  599A|AG+56 1701|ASCC  221238|BD+56  2966|CCDM J23132+5709A|Ci 20 1406|CSI+56  2966  1|CSV   8833|FK5  875|GAT  811|GC 32329|GCRV 14566|GEN# +1.00219134|GJ 892|HIC 114622|HIP 114622|HR  8832|IDS 23084+5637 A|IRAS 23110+5653|JP11  3600|LFT 1767|LHS    71|LSPM J2313+5710|LTT 16826|2MASS J23131692+5710059|N30 5103|NLTT 56173|NSV 14458|8pc 153.24|PLX 5616|PLX 5616.00|PMC 90-93   616|PPM  41599|1RXS J231317.3+570938|SAO  35236|SKY# 44030|SPOCS 1008|TIC 283722336|TOI-1469|TYC 4006-1866-1|UBV   19861|UBV M  26893|USNO-B1.0 1471-00512240|USNO 907|uvby98 100219134|WDS J23133+5710A|WEB 20333|WISEA J231319.69+571009.3|YZ  56 13841|Zkh 348|[B10]  5976|[GKL99] 441|Gaia DR3 2009481748875806976|Gaia DR2 2009481748875806976,[],Eruptive*,Er*,152.864,2020yCat.1350....0G,,0.200000003,,0,,2019AJ....158..101M,-18.475,K3V,B,1989ApJS...71..245K,1,HR-8832
116,BD-17-588A,BD-17 588A,6.863785433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M3,,,,BD-17-588A
117,BD-17-588B,BD-17 588BC,7.014098338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BD-17-588B
48,ALP-LYR,* alf Lyr,7.678722261,18 36 56.3363,+38 47 01.280,9,9,3.50999999,2.809999943,90,A,O,2007A&A...474..653V,3770000,,km,27800,,Interfer,2018AJ....155...30B,9550,3.950000048,-0.5,,SUN,,2018MNRAS.477.3343S,0.029999999,2002yCat.2237....0D,,Vega,U,0.029999999,2002yCat.2237....0D,,Vega,B,0.029999999,2002yCat.2237....0D,,Vega,V,-0.177000001,2003yCat.2246....0C,0.206,Vega,J,-0.028999999,2003yCat.2246....0C,0.145999998,Vega,H,0.128999993,2003yCat.2246....0C,0.186000004,Vega,K,* alf Lyr|*   3 Lyr|ADS 11510 A|AG+38 1711|AKARI-IRC-V1 J1836564+384703|ASCC  507896|BD+38  3238|CCDM J18369+3847A|CEL   4636|CSI+38  3238  1|CSV 101745|1E 183515+3844.3|EUVE J1836+38.7|FK5  699|GAT 1285|GC 25466|GCRV 11085|GEN# +1.00172167|GJ 721.0|GJ 721|HD 172167|HGAM    706|HIC  91262|HIP 91262|HR  7001|IDS 18336+3841 A|IRAS 18352+3844|IRAS F18352+3844|IRC +40322|JCMTSE J183656.4+384709|JCMTSF J183656.4+384709|JP11  2999|LSPM J1836+3847|LTT 15486|2MASS J18365633+3847012|N30 4138|NAME Vega|NLTT 46746|NSV 11128|8pc 128.93|PLX 4293|PLX 4293.00|PMC 90-93   496|PPM  81558|RAFGL 2208|ROT  2633|SAO  67174|SKY# 34103|TD1 22883|TIC 157587146|TYC 3105-2070-1|UBV   15842|UBV M  23118|USNO-B1.0 1287-00305764|USNO 882|uvby98 100172167|V* alf Lyr|WDS J18369+3846A|WEB 15681|WISE J183656.49+384703.9|Zkh 277|[HFE83] 1223|EQ 183456.7+384615.4,[],delSctV*,dS*,130.23,2007A&A...474..653V,,24,,0,D,2007A&A...463..671R,-20.6,A0Va,C,2003AJ....126.2048G,1,ALP-LYR
412,HD172167,* alf Lyr,7.678722261,18 36 56.3363,+38 47 01.280,9,9,3.50999999,2.809999943,90,A,O,2007A&A...474..653V,3770000,,km,27800,,Interfer,2018AJ....155...30B,9550,3.950000048,-0.5,,SUN,,2018MNRAS.477.3343S,0.029999999,2002yCat.2237....0D,,Vega,U,0.029999999,2002yCat.2237....0D,,Vega,B,0.029999999,2002yCat.2237....0D,,Vega,V,-0.177000001,2003yCat.2246....0C,0.206,Vega,J,-0.028999999,2003yCat.2246....0C,0.145999998,Vega,H,0.128999993,2003yCat.2246....0C,0.186000004,Vega,K,* alf Lyr|*   3 Lyr|ADS 11510 A|AG+38 1711|AKARI-IRC-V1 J1836564+384703|ASCC  507896|BD+38  3238|CCDM J18369+3847A|CEL   4636|CSI+38  3238  1|CSV 101745|1E 183515+3844.3|EUVE J1836+38.7|FK5  699|GAT 1285|GC 25466|GCRV 11085|GEN# +1.00172167|GJ 721.0|GJ 721|HD 172167|HGAM    706|HIC  91262|HIP 91262|HR  7001|IDS 18336+3841 A|IRAS 18352+3844|IRAS F18352+3844|IRC +40322|JCMTSE J183656.4+384709|JCMTSF J183656.4+384709|JP11  2999|LSPM J1836+3847|LTT 15486|2MASS J18365633+3847012|N30 4138|NAME Vega|NLTT 46746|NSV 11128|8pc 128.93|PLX 4293|PLX 4293.00|PMC 90-93   496|PPM  81558|RAFGL 2208|ROT  2633|SAO  67174|SKY# 34103|TD1 22883|TIC 157587146|TYC 3105-2070-1|UBV   15842|UBV M  23118|USNO-B1.0 1287-00305764|USNO 882|uvby98 100172167|V* alf Lyr|WDS J18369+3846A|WEB 15681|WISE J183656.49+384703.9|Zkh 277|[HFE83] 1223|EQ 183456.7+384615.4,[],delSctV*,dS*,130.23,2007A&A...474..653V,,24,,0,D,2007A&A...463..671R,-20.6,A0Va,C,2003AJ....126.2048G,1,HD172167
474,HD216956,* alf PsA,7.703566751,22 57 39.0462,-29 37 20.053,9,9,4.389999866,3.079999924,90,A,O,2007A&A...474..653V,2520000,,km,,,,2007ApJ...660.1556R,8745,4.170000076,,,,,2021A&A...647A..49S,1.309999943,2002yCat.2237....0D,,Vega,U,1.25,2002yCat.2237....0D,,Vega,B,1.159999967,2002yCat.2237....0D,,Vega,V,1.059999943,2002yCat.2237....0D,,Vega,J,1.049999952,2002yCat.2237....0D,,Vega,H,1.049999952,2002yCat.2237....0D,,Vega,K,LTT  9292|* alf PsA|*  24 PsA|*  79 Aqr|** SHY  106A|** MAM    1A|CD-30 19370|CEL   5549|CPC 17 12409|CPD-30  6685|FK5  867|GC 32000|GCRV 14409|GEN# +1.00216956|GJ 881.0|GJ 881|HD 216956|H-ATLAS J225739.6-293730|HIC 113368|HIP 113368|HR  8728|IRAS 22549-2953|IRC -30458|JCMTSE J225739.4-293726|JCMTSF J225738.9-293714|JP11  3556|2MASS J22573901-2937193|N30 5050|NAME Fomalhaut|NLTT 55380|NSV 14372|8pc 130.08|PLX 5565|PLX 5565.00|PMC 90-93   611|PPM 274426|RAFGL 2995|ROT  3340|SAO 191524|SKY# 43608|SRS  30867|TD1 29476|TIC 47552789|TYC 6977-1267-1|UBV   19672|UBV M  26732|uvby98 100216956|WDS J22577-2937A|WEB 20167|Zkh 345|[DML87] 545|[PS72]  89,[],HighPM*,PM*,129.81,2007A&A...474..653V,,82,3.200000048,0,,2021A&A...647A..49S,6.5,A4V,C,2006AJ....132..161G,1,HD216956
501,HD30652,* pi.03 Ori,8.068420203,04 49 50.4109,+06 57 40.588,11,11,0.150000006,0.090000004,90,A,O,2007A&A...474..653V,1.39,,mas,0.024,,Interfer,2009ApJ...694.1085V,6361,4.050000191,-0.079999998,,SUN,,2015A&A...573A..67P,3.619999886,1984A&AS...57..357O,0.01,Vega,U,3.630000114,1993A&AS..100..591O,0.007,Vega,B,3.190000057,1993A&AS..100..591O,0.009,Vega,V,2.359999895,2002yCat.2237....0D,,Vega,J,2.150000095,2002yCat.2237....0D,,Vega,H,2.049999952,2009ApJ...694.1085V,0.059999999,Vega,K,LTT 11517|*   1 Ori|* pi.03 Ori|** STT  560A|ASCC 1010229|BD+06   762|CCDM J04499+0657A|Ci 20  306|CSI+06   762  1|CSV 100411|1ES 0447+06.8|2EUVE J0449+06.9|EUVE J0449+06.9|FK5 1134|GC  5875|GCRV  2837|GEN# +1.00030652|GJ 178|HD  30652|HIC  22449|HIP 22449|HR  1543|IDS 04444+0647 A|IRAS 04471+0652|IRC +10071|JP11   931|LSPM J0449+0657|2MASS J04495040+0657409|N30 1028|NAME Tabit|NLTT 14011|NSV  1731|PLX 1077|PLX 1077.00|PMC 90-93   758|PPM 148020|RAVE J044950.4+065741|2RE J044951+065736|2RE J0449+065|RE J0449+065|RE J044950+065733|ROT   683|1RXS J044950.6+065736|SAO 112106|SKY#  7512|SPOCS  230|SRS  31134|SV* ZI   311|TD1  3592|TIC 399665349|TYC   96-1462-1|UBV    4635|UBV M  10360|USNO-B1.0 0969-00046662|USNO 809|uvby98 100030652|WDS J04498+0658A|WEB  4331|YZ   6  1810|Zkh  65|Gaia DR2 3288921720024442496|Gaia DR3 3288921720025503360,[],HighPM*,PM*,123.94,2007A&A...474..653V,,19.21999931,,0,,2010A&A...520A..79M,22.47,F6V,B,1973ARA&A..11...29M,1,HD30652
1067,WOLF-437,Wolf  437,8.07913676,12 47 56.6245,+09 45 05.035,14,14,0.0264,0.015799999,90,A,O,2020yCat.1350....0G,,,,,,,,3345,4.913000107,0.086000003,,Sun,,2021ApJS..255....8R,14.0880003,2010MNRAS.403.1949K,,Vega,U,12.95800018,2010MNRAS.403.1949K,,Vega,B,11.39500046,2010MNRAS.403.1949K,,Vega,V,7.195000172,2003yCat.2246....0C,0.026000001,Vega,J,6.665999889,2003yCat.2246....0C,0.046,Vega,H,6.361999989,2003yCat.2246....0C,0.017999999,Vega,K,HIP 62452|ASCC 1044254|Ci 20  737|CSI+10-12455|GCRV  7668|GEN# +9.80060032|G  60-32|GJ 486|HIC  62452|Karmn J12479+097|LFT  947|LHS   341|LSPM J1247+0945|LTT 13654|2MASS J12475664+0945050|NAME Gar|NLTT 31933|PLX 2943|PLX 2943.00|PM J12479+0945|PM 12455+1002|TIC 390651552|TOI-1827|TYC  882-1111-1|UCAC4 499-057760|USNO-B1.0 0997-00232152|WEB 11090|WISEA J124755.90+094500.2|Wolf  437|Zkh 187|[RHG95]  2009|Gaia DR2 3735000631158990976|Gaia DR3 3735000631158990976,[],EclBin,EB*,123.7756,2020yCat.1350....0G,,4.300000191,0.239999995,0,,2019A&A...629A..80H,19.18,M3.5V,C,2013AJ....145..102L,1,WOLF-437
695,LP-666-9,LP  666-9,8.658938276,08 53 36.1604,-03 29 32.197,14,14,0.0568,0.033399999,90,A,O,2020yCat.1350....0G,,,,,,,,3533,0.600000024,-1.950000048,,SUN,,2019A&A...627A.138A,,,,,,,,,,,18.95899963,2005AJ....130..337C,0.175999999,Vega,V,11.21199989,2003yCat.2246....0C,0.026000001,Vega,J,10.46899986,2003yCat.2246....0C,0.026000001,Vega,H,9.942000389,2003yCat.2246....0C,0.024,Vega,K,LP  666-9|GJ 3517|Karmn J08536-034|LHS  2065|2MASS J08533619-0329321|2MASSI J0853362-032932|2MASSW J0853361-032931|2MUCD 10776|NLTT 20475|PLX 2122.01|SIPS J0853-0329|TIC 7975441|WISEA J085335.79-032934.3|WISEP J085335.80-032934.2|[B2006] J085336.2-032932|[GKL99] 190|[RHG95]  1387|Gaia DR2 5761985432616501376|Gaia DR3 5761985432616501376,[],Low-Mass*,LM*,115.4876,2020yCat.1350....0G,,9.300000191,2.799999952,0,,2018A&A...612A..49R,7,M9Ve,C,2005PASP..117..676R,1,LP-666-9
507,HD32147,HD  32147,8.843961564,05 00 48.9993,-05 45 13.224,14,14,0.0148,0.0115,90,A,O,2020yCat.1350....0G,,,,,,,,4805,4.552000046,0.186000004,,Sun,,2021ApJS..255....8R,8.270000458,2002yCat.2237....0D,,Vega,U,7.269999981,2002yCat.2237....0D,,Vega,B,6.210000038,2002yCat.2237....0D,,Vega,V,4.449999809,2002yCat.2237....0D,,Vega,J,3.869999886,2002yCat.2237....0D,,Vega,H,3.799999952,2002yCat.2237....0D,,Vega,K,LHS   200|AKARI-IRC-V1 J0500492-054521|BD-05  1123|Ci 20  312|Ci 18  648|GC  6120|GCRV  2968|GEN# +1.00032147|GJ 183|HD  32147|HIC  23311|HIP 23311|HR  1614|IRAS 04583-0549|JP11   966|LFT  382|LPM 200|LTT  2142|2MASS J05004896-0545117|NLTT 14351|NSV 16219|PLX 1129|PLX 1129.00|PM 04583-0549|PPM 187577|RAVE J050049.0-054513|SAO 131688|SKY#  7839|SPOCS  242|TIC 213041474|TYC 4762-1490-1|UBV    4830|UBV M  10550|UGP 102|USNO 811|uvby98 100032147|WEB  4529|WISEA J050049.38-054524.5|YZ  95  1303|YZ   0  3867|Zkh  66|[AKS95]  328|Gaia DR2 3211461469444773376|Gaia DR3 3211461469444773376,[],HighPM*,PM*,113.0715,2020yCat.1350....0G,,3.099999905,,0,D,2017AJ....153...21L,21.624,K3+V,C,2003AJ....126.2048G,1,HD32147
25,2MASSJ03341218-4953322,-999,8.880206021,03 34 12.2184742177,-49 53 32.027995648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M9,,,,2MASSJ03341218-4953322
309,HD103095,HD 103095,9.17182123,11 52 58.7673,+37 43 07.254,14,14,0.0139,0.0145,90,A,O,2020yCat.1350....0G,,,,,,,,4996,4.479000092,-1.320000052,,SUN,,2019ApJ...879...69T,7.380000114,2002yCat.2237....0D,,Vega,U,7.199999809,2002yCat.2237....0D,,Vega,B,6.449999809,2002yCat.2237....0D,,Vega,V,4.936999798,2003yCat.2246....0C,0.195999995,Vega,J,4.5,2003yCat.2246....0C,0.02,Vega,H,4.373000145,2003yCat.2246....0C,0.027000001,Vega,K,HD 103095|AC2000 1342199|AG+38 1155|AP J11525880+3743060|ASCC  493288|BD+38  2285|Ci 20  666|CSI+38  2285  1|CSI+38  2285  2|FK5 1307|GC 16253|GCRV  7170|GEN# +1.00103095|G 176-64|G 148-18|G 122-51|GJ 451|Gmb 1830|HIC  57939|HIP 57939|HR  4550|JP11  2117|LAL 22369|LFT  855|LHS    44|LSPM J1152+3743|LTT 13276|2MASS J11525880+3743060|N30 2765|NGP 38  28|NLTT 28839|NSV  5374|PLX 2745|PLX 2745.00|PMC 90-93   904|PM 11501+3805|PPM  76134|SAO  62738|SKY# 22410|SPOCS  511|TD1 15918|TIC 309599261|TYC 3014-574-1|UBV   10675|UBV M  17454|USNO-B1.0 1277-00248147|USNO 841|uvby98 100103095|V* CF UMa|WEB 10381|WISEA J115302.28+374206.6|Zkh 173|Zkh 174|[GKL99] 250|[RHG95]  1860|Gaia DR2 4034171629042489088|Gaia DR3 4034171629042489088,[],ChemPec*,Pe*,109.0296,2020yCat.1350....0G,,-0.589999974,,0,,2020ApJ...898..119R,-98.008,K1V_Fe-1.5,C,2003AJ....126.2048G,1,HD103095
136,CD-45-5378,CD-45 5378,9.418617027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD-45-5378
673,L-678-39,L 678-39,9.435840531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-678-39
557,HD62509,* bet Gem,10.35840066,07 45 18.9498,+28 01 34.316,9,9,2.640000105,1.580000043,63,A,O,2007A&A...474..653V,12600000,,km,41700,,Interfer,2018AJ....155...30B,4809,2.799999952,-0.02,,SUN,,2022A&A...668A..88N,3,2002yCat.2237....0D,,Vega,U,2.140000105,2002yCat.2237....0D,,Vega,B,1.139999986,2002yCat.2237....0D,,Vega,V,-0.519999981,2002yCat.2237....0D,,Vega,J,-1,2002yCat.2237....0D,,Vega,H,-1.110000014,2002yCat.2237....0D,,Vega,K,LHS  1945|*  78 Gem|* bet Gem|** BU  580A|ADS  6335 A|AG+28  833|ASCC  674757|BD+28  1463|CCDM J07454+2802A|Ci 20  437|CSI+28  1463  1|CSV 100892|CTI 074434.0+280331|2E  1872|2E 0742.2+2808|FK5  295|GC 10438|GCRV  5166|GEN# +1.00062509|GJ 286|HD  62509|HIC  37826|HIP 37826|HR  2990|IDS 07392+2816 A|IRAS 07422+2808|IRC +30194|JP11  1588|LFT  548|LSPM J0745+2801|LTT 12065|2MASS J07451891+2801340|N30 1758|NAME Pollux|NLTT 18379|NSV  3712|PLX 1826|PLX 1826.00|PMC 90-93   216|PM 07423+2809|PPM  97924|RAFGL 1183|ROT  1249|1RXS J074519.3+280123|SAO  79666|SKY# 14351|SRS  30295|SV* ZI   656|TD1 10866|TIC 423088367|TYC 1920-2194-1|UBV    7418|UBV M  13566|USNO-B1.0 1180-00191173|uvby98 100062509|WDS J07453+2802A|WEB  7472,[],HighPM*,PM*,96.54,2007A&A...474..653V,,3.289999962,0.209999993,0,,2019A&A...629A..80H,3.391,K0IIIb,B,1989ApJS...71..245K,1,HD62509
1052,WD0310-688,WD0310-688,10.39680444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD0310-688
22,2MASS-J12373919+6526148,2MASS J12373919+6526148,10.40907671,12 37 39.1963,+65 26 14.809,9,9,190,180,0,C,N,2003yCat.2246....0C,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,16.0529995,2003yCat.2246....0C,0.086999997,Vega,J,15.73900032,2003yCat.2246....0C,0.144999996,Vega,H,16.39999962,2010ApJ...710.1627L,0.100000001,Vega,K,2MASS J12373919+6526148|2MASSI J1237392+652615|2MASSW J1237392+652615|SDSS J123738.88+652613.5|SDSS J123738.87+652613.4|SDSS J123739.35+652613.6|TIC 147681982|WISEP J123737.39+652608.2|WISE J123738.95+652620.3,[],BrownD*,BD*,96.07,2012ApJ...752...56F,,,,0,,,,T6.5,C,2000ApJ...531L..57B,1,2MASS-J12373919+6526148
264,HD-304636,HD 304636,10.44951734,09 21 37.6015,-60 16 55.030,14,14,0.0132,0.014,90,A,O,2020yCat.1350....0G,,,,,,,,3798,4.730000019,-0.159999996,,SUN,,2020A&A...644A..68M,12.14500046,2010MNRAS.403.1949K,,Vega,U,10.95499992,2010MNRAS.403.1949K,,Vega,B,9.465000153,2010MNRAS.403.1949K,,Vega,V,6.441999912,2003yCat.2246....0C,0.023,Vega,J,5.793000221,2003yCat.2246....0C,0.033,Vega,H,5.586999893,2003yCat.2246....0C,0.021,Vega,K,LHS  2128|CD-59  2351|Ci 20  522|CPD-59  1362|CSV 102618|GEN# +1.00304636|GEN# -0.05902351|GJ 341|HD 304636|HIC  45908|HIP 45908|LFT  643|L  140-9|LPM 310|LTT  3453|2MASS J09213761-6016551|NLTT 21618|NSV  4470|PLX 2238|PLX 2238.00|PM J09216-6016|TIC 359271092|TOI-741|TYC 8940-2067-1|UCAC4 149-024267|UGP 204|WISEA J092136.40-601653.0|Zkh 128|[RHG95]  1482|Gaia DR2 5299440441521812992|Gaia DR3 5299440441521812992|Gaia DR1 5299439715658828032,[],HighPM*,PM*,95.6982,2020yCat.1350....0G,,2.319999933,0.649999976,0,,2019A&A...629A..80H,40.115,M0.0,D,2010MNRAS.403.1949K,1,HD-304636
675,L-98-59,L 98-59,10.60823369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-98-59
26,2MASSJ15345704-1418486,-999,10.93833405,15 34 56.9323418001,-14 18 49.252078924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M8.6V,,,,2MASSJ15345704-1418486
114,BD-11D916,BD-11 916,11.212057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1V,,,,BD-11D916
346,HD124897,* alf Boo,11.25745807,14 15 39.6720,+19 10 56.673,9,9,3.869999886,3.430000067,107,A,O,2007A&A...474..653V,,,,,,,,4308,1.700000048,-0.550000012,,SUN,,2022A&A...668A..88N,2.460000038,2002yCat.2237....0D,,Vega,U,1.179999948,2002yCat.2237....0D,,Vega,B,-0.050000001,2002yCat.2237....0D,,Vega,V,-2.252000093,2003yCat.2246....0C,0.157000005,Vega,J,-2.809999943,2003yCat.2246....0C,9.99600029,Vega,H,-2.911000013,2003yCat.2246....0C,0.170000002,Vega,K,* alf Boo|*  16 Boo|** HDS 2003A|AG+19 1335|AP J14153968+1910558|ASCC  870215|BD+19  2777|CCDM J14157+1911A|Ci 20  843|CSV 101433|FK5  526|GALAH 150210005801171|GAT 1341|GC 19242|GCRV  8341|GEN# +1.00124897|GJ 541|HD 124897|HIC  69673|HIP 69673|HR  5340|IRAS 14133+1925|IRC +20270|JP11  2486|LFT 1084|LHS    48|LSPM J1415+1910|LTT 14184|2MASS J14153968+1910558|N30 3229|NAME Arcturus|NLTT 36756|NSV  6603|PLX 3242|PLX 3242.00|PMC 90-93   376|PM 14134+1927|PM 14134-1927|PPM 130442|RAFGL 1693|ROT  2044|SAO 100944|SKY# 26028|SRS  30526|SV* ZI  1054|TD1 17351|TIC 459832522|TYC 1472-1436-1|UBV   12551|UBV M  20076|USNO-B1.0 1091-00221874|USNO 850|uvby98 100124897|WDS J14157+1911A|WEB 12132|YPAC  52|[HFE83] 1018|AAVSO 1411+19,[],RGB*,RG*,88.83,2007A&A...474..653V,,4.199999809,,131,,2008AJ....135..209M,-5.229,K1.5IIIFe-0.5,B,1989ApJS...71..245K,1,HD124897
